series_name,country_name,category,income_group_numeric,value,year,lag3,lag5,rolling3,rolling5,growth_rate
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,85.0,2002,19.92818763679781,18.946549350769104,85.0,85.0,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,23.8527209414264,2002,19.92818763679781,18.946549350769104,54.4263604707132,54.4263604707132,-0.7193797536302776
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,23.8527209414264,2002,19.92818763679781,18.946549350769104,44.23514729428427,44.23514729428427,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,23.8527209414264,2002,85.0,18.946549350769104,23.8527209414264,39.1395407060698,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,14.3,2003,23.8527209414264,18.946549350769104,20.6684806276176,34.17163256485584,-0.40048768293078196
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,1.15839757926285,2003,23.8527209414264,85.0,13.103706173563083,17.40331208070841,-0.9189931762753252
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,1.15839757926285,2003,23.8527209414264,23.8527209414264,5.538931719508567,12.864447408275703,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,1.15839757926285,2003,14.3,23.8527209414264,1.15839757926285,8.32558273584299,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,6.4,2004,1.15839757926285,23.8527209414264,2.9055983861752335,4.83503854755771,4.5248734239177715
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,1.59198173537512,2004,1.15839757926285,14.3,3.0501264382126565,2.293434894632734,-0.7512528538476375
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,1.59198173537512,2004,1.15839757926285,1.15839757926285,3.1946544902500804,2.380151725855188,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,1.59198173537512,2004,6.4,1.15839757926285,1.59198173537512,2.466868557077642,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,26.1,2005,1.59198173537512,1.15839757926285,9.761321156916747,7.455189041225073,15.394660453720618
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,2.57474180121596,2005,1.59198173537512,6.4,10.08890784553036,6.690137401468265,-0.9013508888423004
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,2.57474180121596,2005,1.59198173537512,1.59198173537512,10.416494534143974,6.886689414636433,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,2.57474180121596,2005,26.1,1.59198173537512,2.57474180121596,7.0832414278046,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,18.9,2006,2.57474180121596,1.59198173537512,8.016494534143973,10.544845080729576,6.3405418714506405
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,3.55761270200921,2006,2.57474180121596,26.1,8.344118167741723,6.036367621131419,-0.8117665237032163
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,3.55761270200921,2006,2.57474180121596,2.57474180121596,8.671741801339474,6.232941801290069,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,3.55761270200921,2006,18.9,2.57474180121596,3.55761270200921,6.429515981448719,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,99.4,2007,3.55761270200921,2.57474180121596,35.50507513467281,25.794567621205527,26.94008463705521
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,4.54042802361367,2007,3.55761270200921,18.9,35.83268024187429,22.92265322592826,-0.9543216496618343
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,4.54042802361367,2007,3.55761270200921,3.55761270200921,36.160285349075785,23.119216290249152,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,4.54042802361367,2007,99.4,3.55761270200921,4.54042802361367,23.315779354570047,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,24.0,2008,4.54042802361367,3.55761270200921,11.026952015742447,27.4042568141682,4.285845271675225
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,5.52326911153632,2008,4.54042802361367,99.4,11.354565711716662,8.628910636475466,-0.76986378701932
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,5.52326911153632,2008,4.54042802361367,4.54042802361367,11.68217940769088,8.825478854059995,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,5.52326911153632,2008,24.0,4.54042802361367,5.52326911153632,9.022047071644526,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,97.9,2009,5.52326911153632,4.54042802361367,36.315512741024214,27.69396146692179,16.72500995751205
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,6.50623097581648,2009,5.52326911153632,24.0,36.64316669578427,24.19520766208509,-0.9335420737914558
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,6.50623097581648,2009,5.52326911153632,5.52326911153632,36.97082065054432,24.39180003494112,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,6.50623097581648,2009,97.9,5.52326911153632,6.50623097581648,24.58839240779715,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,34.3,2010,6.50623097581648,5.52326911153632,15.770820650544318,30.343738585489888,4.271869401423398
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,7.48912776202824,2010,6.50623097581648,97.9,16.098452912614906,12.261564137895535,-0.7816580827397014
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,7.48912776202824,2010,6.50623097581648,6.50623097581648,16.426085174685493,12.458143495137886,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,7.48912776202824,2010,34.3,6.50623097581648,7.48912776202824,12.654722852380239,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,38.6,2011,7.48912776202824,6.50623097581648,17.85941850801883,19.073476657216943,4.154138269040048
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,8.47204996489013,2011,7.48912776202824,34.3,18.187059242306123,13.907886650194971,-0.7805168402878204
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,8.47204996489013,2011,7.48912776202824,7.48912776202824,18.51469997659342,14.104471090767348,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,8.47204996489013,2011,38.6,7.48912776202824,8.47204996489013,14.301055531339728,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,39.9,2012,8.47204996489013,7.48912776202824,18.948033309926753,20.783229978934077,3.709603952449948
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,9.45510331043046,2012,8.47204996489013,38.6,19.275717758440194,14.95425064102017,-0.763029992219788
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,9.45510331043046,2012,8.47204996489013,8.47204996489013,19.60340220695364,15.150861310128235,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,9.45510331043046,2012,39.9,8.47204996489013,9.45510331043046,15.3474719792363,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,48.6,2013,9.45510331043046,8.47204996489013,22.503402206953638,23.37306198625827,4.140081330088334
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,10.438080598668,2013,9.45510331043046,39.9,22.831061303032822,17.480678105991878,-0.7852246790397531
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,10.438080598668,2013,9.45510331043046,9.45510331043046,23.158720399112,17.677273563639382,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,10.438080598668,2013,48.6,9.45510331043046,10.438080598668,17.873869021286893,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,45.2,2014,10.438080598668,9.45510331043046,22.02538706577867,25.0228483592008,3.3302980440453736
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,11.4228587970816,2014,10.438080598668,48.6,22.353646465249867,17.58742011861712,-0.7472818850203187
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,11.4228587970816,2014,10.438080598668,10.438080598668,22.68190586472107,17.784375758299838,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,11.4228587970816,2014,45.2,10.438080598668,11.4228587970816,17.98133139798256,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,50.5,2015,11.4228587970816,10.438080598668,24.448572531387736,25.99371527824896,3.420959840009764
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,12.4097077829807,2015,11.4228587970816,45.2,24.7775221933541,19.4356568348451,-0.754263212218204
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,12.4097077829807,2015,11.4228587970816,11.4228587970816,25.106471855320468,19.633026632024922,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,12.4097077829807,2015,50.5,11.4228587970816,12.4097077829807,19.83039642920474,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,27.7,2016,12.4097077829807,11.4228587970816,17.506471855320466,23.08582466978842,1.2321234701423975
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,13.3985580169045,2016,12.4097077829807,50.5,17.83608859996173,15.66553627316932,-0.516297544516083
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,13.3985580169045,2016,12.4097077829807,12.4097077829807,18.165705344603,15.86330631995408,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,13.3985580169045,2016,27.7,12.4097077829807,13.3985580169045,16.061076366738842,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,53.4,2017,13.3985580169045,12.4097077829807,26.732372011269664,24.2591348101427,2.985503509603575
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,14.3897972416187,2017,13.3985580169045,27.7,27.062785086174397,21.597094258466438,-0.7305281415427209
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,14.3897972416187,2017,13.3985580169045,13.3985580169045,27.39319816107913,21.79534210340928,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,14.3897972416187,2017,53.4,13.3985580169045,14.3897972416187,21.993589948352117,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,58.8,2018,14.3897972416187,13.3985580169045,29.193198161079135,31.073878344971217,3.0862285279417616
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,15.3835909488765,2018,14.3897972416187,53.4,29.524462730165066,23.47059653474652,-0.7383743035905357
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,15.3835909488765,2018,14.3897972416187,14.3897972416187,29.855727299250997,23.669355276198083,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,15.3835909488765,2018,58.8,14.3897972416187,15.3835909488765,23.86811401764964,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,49.8,2019,15.3835909488765,14.3897972416187,26.855727299250997,30.9501545693259,2.2372155607554687
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,16.3799786583271,2019,15.3835909488765,58.8,27.18785653573453,22.46615030099132,-0.6710847658970461
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,16.3799786583271,2019,15.3835909488765,15.3835909488765,27.519985772218064,22.66542784288144,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,16.3799786583271,2019,49.8,15.3835909488765,16.3799786583271,22.86470538477156,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,61.8,2020,16.3799786583271,15.3835909488765,31.519985772218064,32.147987194996254,2.7728986886428384
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,17.3792467257484,2020,16.3799786583271,49.8,31.853075128025164,25.66383654014594,-0.7187824154409644
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,17.3792467257484,2020,16.3799786583271,16.3799786583271,32.186164483832265,25.8636901536302,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,17.3792467257484,2020,61.8,16.3799786583271,17.3792467257484,26.06354376711446,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Resources,1,96.1,2021,17.3792467257484,16.3799786583271,43.61949781716559,42.007548035449034,4.529583733777256
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,18.3815591811518,2021,17.3792467257484,61.8,43.95360196896672,33.3238598716794,-0.8087246703314068
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,18.3815591811518,2021,17.3792467257484,17.3792467257484,44.287706120767865,33.52432236276008,0.0
Births attended by skilled health staff (% of total),Afghanistan,Healthcare Expenditure,1,18.3815591811518,2021,96.1,17.3792467257484,18.3815591811518,33.72478485384076,0.0
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.28302228,2002,0.24929942411764702,0.238995542,0.28302228,0.28302228,0.0
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.57128608,2003,0.24929942411764702,0.238995542,0.42715418000000005,0.42715418000000005,1.0185198140584548
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.07789336,2004,0.24929942411764702,0.238995542,0.31073390666666667,0.31073390666666667,-0.8636526204174273
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.12873553,2005,0.28302228,0.238995542,0.25930498999999996,0.2652343125,0.6527150709636866
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.36553812,2006,0.57128608,0.238995542,0.1907223366666667,0.285295074,1.8394501502421288
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.75308651,2007,0.07789336,0.28302228,0.41578672,0.37930792,1.0602133369838418
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.185379,2008,0.12873553,0.57128608,0.43466787666666673,0.30212650399999996,-0.7538410294987226
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.07316807,2009,0.36553812,0.07789336,0.3372111933333333,0.301181446,-0.6053055092540147
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.17126994,2010,0.75308651,0.12873553,0.14327233666666667,0.309688328,1.3407743295675285
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.10517059,2011,0.185379,0.36553812,0.11653619999999999,0.25761482199999997,-0.3859366681625509
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.13647778,2012,0.07316807,0.75308651,0.13763943666666667,0.13429307599999998,0.2976800833769213
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.18895136,2013,0.17126994,0.185379,0.1435332433333333,0.13500754799999998,0.38448441936848643
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.164755,2014,0.10517059,0.07316807,0.16339471333333333,0.15332493399999997,-0.128056024576907
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.21357547,2015,0.13647778,0.17126994,0.18909394333333332,0.16178604,0.2963216290856119
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.16662404,2016,0.18895136,0.10517059,0.18165150333333333,0.17407672999999999,-0.21983531161139425
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.28592768,2017,0.164755,0.13647778,0.22204239666666667,0.20396671,0.7160049654299585
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.3672294,2018,0.21357547,0.18895136,0.27326037333333336,0.23962231799999997,0.2843436494151248
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.31406656,2019,0.16662404,0.164755,0.3224078799999999,0.26948463,-0.14476738518212318
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.41934216,2020,0.28592768,0.21357547,0.3668793733333333,0.310637968,0.3352015572749929
Capital health expenditure (% of GDP),Afghanistan,Healthcare Expenditure,1,0.53925675,2021,0.3672294,0.16662404,0.4242218233333333,0.38516450999999996,0.2859588217888702
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,211.35000000000002,2002,202.97258338366078,200.41029450148224,211.35000000000002,211.35000000000002,0.0
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,234.75,2003,202.97258338366078,200.41029450148224,223.05,223.05,0.11071682044002817
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,226.51674937982574,2004,202.97258338366078,200.41029450148224,224.20558312660856,224.20558312660856,-0.035072420107238544
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,227.83499999999998,2005,211.35000000000002,200.41029450148224,229.70058312660856,225.11293734495644,0.005819660681973593
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,221.3,2006,234.75,200.41029450148224,225.21724979327527,224.35034987596515,-0.028683038163583197
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,237.0119942425,2007,226.51674937982574,211.35000000000002,228.7156647475,229.48274872446513,0.07099861835743337
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,234.31868604249996,2008,227.83499999999998,234.75,230.87689342833332,229.39648593296516,-0.01136359452443736
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,231.2848183675,2009,221.3,226.51674937982574,234.20516621750002,230.3500997305,-0.012947613040343198
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,48.1499135188659,2010,237.0119942425,227.83499999999998,171.25113930962198,194.41308243427318,-0.7918155032451888
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,212.6013216166874,2011,234.31868604249996,221.3,164.0120178343511,192.67334675761066,3.4154040179820218
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,208.5891432775,2012,231.2848183675,237.0119942425,156.44679280435108,186.98877656461065,-0.018871841005867362
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,237.37725,2013,48.1499135188659,234.31868604249996,219.52257163139578,187.60048935611067,0.13801344724927156
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,205.92856044500002,2014,212.6013216166874,231.2848183675,217.29831790749998,182.52923777161067,-0.13248400828217521
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,39.3909806318543,2015,208.5891432775,48.1499135188659,160.89893035895145,180.77745119420834,-0.8087153110441183
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,229.75,2016,237.37725,212.6013216166874,158.35651369228478,184.20718687087086,4.832553450426367
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,235.0,2017,205.92856044500002,208.5891432775,168.04699354395143,189.48935821537086,0.02285092491838947
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,209.37949999999998,2018,39.3909806318543,237.37725,224.70983333333334,183.88980821537086,-0.1090234042553192
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,32.9304513537869,2019,229.75,205.92856044500002,159.10331711792895,149.29018639712825,-0.8427236126087467
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,235.9845,2020,235.0,39.3909806318543,159.43148378459563,188.6088902707574,6.166148361123587
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Afghanistan,Health Outcomes,1,66.072,2021,209.37949999999998,229.75,111.66231711792898,155.8732902707574,-0.7200155094932083
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,211.35000000000002,2002,202.8253670682155,200.2434493439776,211.35000000000002,211.35000000000002,0.0
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,234.75,2003,202.8253670682155,200.2434493439776,223.05,223.05,0.11071682044002817
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,226.51674937982574,2004,202.8253670682155,200.2434493439776,224.20558312660856,224.20558312660856,-0.035072420107238544
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,227.83499999999998,2005,211.35000000000002,200.2434493439776,229.70058312660856,225.11293734495644,0.005819660681973593
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,221.3,2006,234.75,200.2434493439776,225.21724979327527,224.35034987596515,-0.028683038163583197
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,237.0119942425,2007,226.51674937982574,211.35000000000002,228.7156647475,229.48274872446513,0.07099861835743337
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,234.31868604249996,2008,227.83499999999998,234.75,230.87689342833332,229.39648593296516,-0.01136359452443736
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,231.2848183675,2009,221.3,226.51674937982574,234.20516621750002,230.3500997305,-0.012947613040343198
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,40.8191640676136,2010,237.0119942425,227.83499999999998,168.80755615920452,192.94693254402273,-0.8235112691108243
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,212.6013216166874,2011,234.31868604249996,221.3,161.56843468393367,191.2071968673602,4.208370295494801
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,208.5891432775,2012,231.2848183675,237.0119942425,154.00320965393368,185.5226266743602,-0.018871841005867362
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,237.37725,2013,40.8191640676136,234.31868604249996,219.52257163139578,186.1343394658602,0.13801344724927156
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,205.92856044500002,2014,212.6013216166874,231.2848183675,217.29831790749998,181.06308788136022,-0.13248400828217521
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,44.2190527205372,2015,208.5891432775,40.8191640676136,162.50828772184573,181.74306561194493,-0.7852699371812132
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,229.75,2016,237.37725,212.6013216166874,159.96587105517906,185.17280128860745,4.195724147507447
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,235.0,2017,205.92856044500002,208.5891432775,169.65635090684574,190.45497263310745,0.02285092491838947
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,209.37949999999998,2018,44.2190527205372,237.37725,224.70983333333334,184.85542263310745,-0.1090234042553192
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,49.7810848710223,2019,229.75,205.92856044500002,164.7201949570074,153.6259275183119,-0.7622447046104213
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,235.9845,2020,235.0,44.2190527205372,165.04836162367408,191.97901697420446,3.7404451030227985
"Cause of death, by non-communicable diseases (% of total)",Afghanistan,Health Outcomes,1,66.072,2021,209.37949999999998,229.75,117.27919495700742,159.24341697420445,-0.7200155094932083
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,89.0,2002,31.91764705882353,33.2,89.0,89.0,0.0
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,34.3,2003,31.91764705882353,33.2,61.65,61.65,-0.6146067415730337
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,93.0,2004,31.91764705882353,33.2,72.10000000000001,72.10000000000001,1.7113702623906706
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,3.7,2005,89.0,33.2,43.666666666666664,55.0,-0.9602150537634409
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,5.1,2006,34.3,33.2,33.93333333333333,45.019999999999996,0.3783783783783783
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,10.0,2007,93.0,89.0,6.266666666666667,29.22,0.9607843137254903
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,33.2,2008,3.7,34.3,16.1,29.0,2.3200000000000003
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,95.0,2009,5.1,93.0,46.06666666666666,29.4,1.8614457831325297
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,49.1,2010,10.0,3.7,59.1,38.480000000000004,-0.4831578947368421
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,3.6,2011,33.2,5.1,49.23333333333334,38.17999999999999,-0.9266802443991853
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,2.5,2012,95.0,10.0,18.400000000000002,36.67999999999999,-0.3055555555555556
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,32.7,2013,49.1,33.2,12.933333333333335,36.58,12.080000000000002
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,27.3,2014,3.6,95.0,20.833333333333332,23.04,-0.1651376146788991
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,11.8,2015,2.5,49.1,23.933333333333337,15.580000000000002,-0.5677655677655677
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,7.7,2016,32.7,3.6,15.600000000000001,16.4,-0.34745762711864414
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,1.1,2017,27.3,2.5,6.866666666666667,16.12,-0.8571428571428571
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,43.5,2018,11.8,32.7,17.433333333333334,18.28,38.54545454545454
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,57.0,2019,7.7,27.3,33.86666666666667,24.22,0.31034482758620685
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,57.0,2020,1.1,11.8,52.5,33.26,0.0
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Afghanistan,Public Health Metrics,1,25.2,2021,43.5,7.7,46.4,36.760000000000005,-0.5578947368421052
"Community health workers (per 1,000 people)",Afghanistan,Healthcare Resources,1,0.4199999869,2002,0.48394117569999995,0.45246666579333333,0.4199999869,0.4199999869,0.0
"Community health workers (per 1,000 people)",Afghanistan,Healthcare Resources,1,0.185,2003,0.48394117569999995,0.45246666579333333,0.30249999345,0.30249999345,-0.559523795785147
"Community health workers (per 1,000 people)",Afghanistan,Healthcare Resources,1,0.211,2004,0.48394117569999995,0.45246666579333333,0.2719999956333333,0.2719999956333333,0.14054054054054044
