series_name,country_name,category,income_group_numeric,value,year,lag3,lag5,rolling3,rolling5,growth_rate
"Incidence of tuberculosis (per 100,000 people)",Indonesia,Public Health Metrics,2,202.106732545,2010,237.0119942425,227.83499999999998,222.570078985,225.2044462395,-0.12615651138907646
"Incidence of tuberculosis (per 100,000 people)",Indonesia,Public Health Metrics,2,212.6013216166874,2011,234.31868604249996,221.3,215.33095750972913,223.4647105628375,0.0519259746547569
"Incidence of tuberculosis (per 100,000 people)",Indonesia,Public Health Metrics,2,208.5891432775,2012,231.2848183675,237.0119942425,207.7657324797291,217.78014036983745,-0.018871841005867362
"Incidence of tuberculosis (per 100,000 people)",Indonesia,Public Health Metrics,2,237.37725,2013,202.106732545,234.31868604249996,219.52257163139578,218.39185316133748,0.13801344724927156
"Incidence of tuberculosis (per 100,000 people)",Indonesia,Public Health Metrics,2,205.92856044500002,2014,212.6013216166874,231.2848183675,217.29831790749998,213.3206015768375,-0.13248400828217521
"Incidence of tuberculosis (per 100,000 people)",Indonesia,Public Health Metrics,2,207.26762379000002,2015,208.5891432775,202.106732545,216.8578114116667,214.35277982583747,0.006502562549392632
"Incidence of tuberculosis (per 100,000 people)",Indonesia,Public Health Metrics,2,229.75,2016,237.37725,212.6013216166874,214.31539474500002,217.78251550250002,0.10847027528418396
"Incidence of tuberculosis (per 100,000 people)",Indonesia,Public Health Metrics,2,235.0,2017,205.92856044500002,208.5891432775,224.00587459666667,223.06468684700002,0.02285092491838947
"Incidence of tuberculosis (per 100,000 people)",Indonesia,Public Health Metrics,2,209.37949999999998,2018,207.26762379000002,237.37725,224.70983333333334,217.46513684700002,-0.1090234042553192
"Incidence of tuberculosis (per 100,000 people)",Indonesia,Public Health Metrics,2,159.00986380737052,2019,229.75,205.92856044500002,201.12978793579018,208.0813975194741,-0.2405662263623204
"Incidence of tuberculosis (per 100,000 people)",Indonesia,Public Health Metrics,2,235.9845,2020,235.0,207.26762379000002,201.45795460245685,213.8247727614741,0.48408717767269427
"Incidence of tuberculosis (per 100,000 people)",Indonesia,Public Health Metrics,2,189.89374196854675,2021,209.37949999999998,229.75,194.96270192530574,205.85352115518344,-0.19531264990477448
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,67.134,2002,68.57717647058823,68.3692,67.134,67.134,0.0
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,67.413,2003,68.57717647058823,68.3692,67.2735,67.2735,0.004155867369738164
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,65.75,2004,68.57717647058823,68.3692,66.76566666666666,66.76566666666666,-0.02466883242104634
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,67.649,2005,67.134,68.3692,66.93733333333334,66.9865,0.028882129277566504
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,67.914,2006,67.413,68.3692,67.10433333333333,67.172,0.003917278895475107
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,68.189,2007,65.75,67.134,67.91733333333333,67.383,0.004049238743116135
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,68.226,2008,67.649,67.413,68.10966666666667,67.5456,0.0005426095117981866
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,68.494,2009,67.914,65.75,68.303,68.0944,0.003928121244100469
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,68.679,2010,68.189,67.649,68.46633333333334,68.3004,0.0027009665080153233
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,68.823,2011,68.226,67.914,68.66533333333332,68.48219999999999,0.0020967107849558797
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,68.973,2012,68.494,68.189,68.825,68.639,0.0021795039449021836
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,69.264,2013,68.679,68.226,69.02,68.8466,0.004219042233917669
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,69.533,2014,68.823,68.494,69.25666666666666,69.0544,0.00388369138369149
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,69.699,2015,68.973,68.679,69.49866666666667,69.25840000000001,0.002387355644082545
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,69.798,2016,69.264,68.823,69.67666666666666,69.45340000000002,0.0014203934059313639
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,69.936,2017,69.533,68.973,69.811,69.646,0.0019771340153014183
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,70.338,2018,69.699,69.264,70.024,69.8608,0.005748112560054697
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,70.518,2019,69.798,69.533,70.264,70.0578,0.0025590719099206627
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,68.808,2020,69.936,69.699,69.88799999999999,69.87960000000001,-0.02424912788224276
"Life expectancy at birth, total (years)",Indonesia,Health Outcomes,2,67.57,2021,70.338,69.798,68.96533333333333,69.434,-0.01799209394256507
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.776532360613623,2002,0.5966900449353785,0.6165495568939569,0.776532360613623,0.776532360613623,0.0
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.729889231539746,2003,0.5966900449353785,0.6165495568939569,0.7532107960766845,0.7532107960766845,-0.06006591797026861
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.763495914874532,2004,0.5966900449353785,0.6165495568939569,0.7566391690093003,0.7566391690093003,0.04604353905028913
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.74912718080438,2005,0.776532360613623,0.6165495568939569,0.747504109072886,0.7547611719580702,-0.018819660708352615
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.690544942449304,2006,0.729889231539746,0.6165495568939569,0.7343893460427386,0.741917926056317,-0.07820065785381458
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.682823472163198,2007,0.763495914874532,0.776532360613623,0.7074985318056273,0.723176148366232,-0.011181705652232421
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.695369677212562,2008,0.74912718080438,0.729889231539746,0.6895793639416881,0.7162722375007953,0.018374009624504195
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.656058785653483,2009,0.690544942449304,0.763495914874532,0.6780839783430811,0.6947848116565855,-0.05653236378764681
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.520272016011091,2010,0.682823472163198,0.74912718080438,0.623900159625712,0.6490137786979276,-0.20697347952918332
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.64179950670507,2011,0.695369677212562,0.690544942449304,0.6060434361232147,0.6392646915490807,0.2335845230072655
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.492504249525209,2012,0.656058785653483,0.682823472163198,0.55152525741379,0.6012008470214829,-0.23261977552199575
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.46190954992673,2013,0.520272016011091,0.695369677212562,0.5320711020523363,0.5545088215643166,-0.06212068145193328
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.462483738328649,2014,0.64179950670507,0.656058785653483,0.472299179260196,0.5157938120993497,0.0012430754073173844
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.46304214210099,2015,0.492504249525209,0.520272016011091,0.46247847678545634,0.5043478373173296,0.001207401960464649
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.462390585500785,2016,0.46190954992673,0.64179950670507,0.462638821976808,0.46846605307647254,-0.0014071216007438547
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.462625801490612,2017,0.462483738328649,0.492504249525209,0.462686176364129,0.46249036346955313,0.0005086954561850376
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.432861609001471,2018,0.46304214210099,0.46190954992673,0.4526259986642893,0.45668077528450135,-0.0643375107770442
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.324109012158324,2019,0.462390585500785,0.462483738328649,0.406532140883469,0.42900583005043635,-0.25124103080894256
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,0.353906437053535,2020,0.462625801490612,0.46304214210099,0.37029235273777666,0.4071786890409454,0.09193642810726677
Lifetime risk of maternal death (%),Indonesia,Health Outcomes,2,66.072,2021,0.432861609001471,0.462390585500785,22.250005149737287,13.529100571940788,185.6934112588785
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,55.0,2002,81.9023025457353,79.35594288516667,55.0,55.0,0.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,234.75,2003,81.9023025457353,79.35594288516667,144.875,144.875,3.2681818181818185
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,53.0,2004,81.9023025457353,79.35594288516667,114.25,114.25,-0.7742279020234292
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,53.0,2005,55.0,79.35594288516667,113.58333333333333,98.9375,0.0
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,50.0,2006,234.75,79.35594288516667,52.0,89.15,-0.05660377358490565
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,206.0,2007,53.0,55.0,103.0,119.35,3.12
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,48.0,2008,53.0,234.75,101.33333333333333,82.0,-0.7669902912621359
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,52.0,2009,50.0,53.0,102.0,81.8,0.08333333333333326
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,43.0,2010,206.0,53.0,47.666666666666664,79.8,-0.17307692307692313
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,42.0,2011,48.0,50.0,45.666666666666664,78.2,-0.023255813953488413
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,208.5891432775,2012,52.0,206.0,97.86304775916666,78.7178286555,3.96640817327381
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,37.0,2013,43.0,48.0,95.86304775916666,76.5178286555,-0.8226178054205993
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,38.0,2014,42.0,52.0,94.52971442583333,73.7178286555,0.027027027027026973
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,34.0,2015,208.5891432775,43.0,36.333333333333336,71.9178286555,-0.10526315789473684
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,36.0,2016,37.0,42.0,36.0,70.7178286555,0.05882352941176472
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,143.0,2017,38.0,208.5891432775,71.0,57.6,2.9722222222222223
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,59.0,2018,34.0,37.0,79.33333333333333,62.0,-0.5874125874125874
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,20.3,2019,36.0,38.0,74.10000000000001,58.46,-0.6559322033898305
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,4.8,2020,143.0,34.0,28.03333333333333,52.620000000000005,-0.7635467980295567
"Maternal mortality ratio (national estimate, per 100,000 live births)",Indonesia,Health Outcomes,2,37.3,2021,59.0,36.0,20.8,52.879999999999995,6.770833333333333
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,25.8,2002,25.811764705882354,25.906666666666663,25.8,25.8,0.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,25.9,2003,25.811764705882354,25.906666666666663,25.85,25.85,0.003875968992248069
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,26.0,2004,25.811764705882354,25.906666666666663,25.900000000000002,25.900000000000002,0.0038610038610038533
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,26.1,2005,25.8,25.906666666666663,26.0,25.95,0.0038461538461538325
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,26.1,2006,25.9,25.906666666666663,26.066666666666666,25.98,0.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,26.2,2007,26.0,25.8,26.133333333333336,26.060000000000002,0.003831417624520883
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,26.2,2008,26.1,25.9,26.166666666666668,26.119999999999997,0.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,26.2,2009,26.1,26.0,26.2,26.160000000000004,0.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,26.1,2010,26.2,26.1,26.166666666666668,26.160000000000004,-0.003816793893129722
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,25.9,2011,26.2,26.1,26.066666666666663,26.119999999999997,-0.00766283524904221
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,25.8,2012,26.2,26.2,25.933333333333334,26.040000000000003,-0.0038610038610037423
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,25.7,2013,26.1,26.2,25.8,25.939999999999998,-0.003875968992248069
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,25.6,2014,25.9,26.2,25.7,25.82,-0.0038910505836574627
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,25.6,2015,25.8,26.1,25.633333333333336,25.720000000000006,0.0
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,25.4,2016,25.7,25.9,25.53333333333333,25.619999999999997,-0.007812500000000111
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,25.2,2017,25.6,25.8,25.400000000000002,25.5,-0.007874015748031482
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,25.0,2018,25.6,25.7,25.2,25.36,-0.007936507936507908
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,24.8,2019,25.4,25.6,25.0,25.2,-0.008000000000000007
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,182.744,2020,25.2,25.6,77.51466666666666,56.6288,6.368709677419354
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Indonesia,Health Outcomes,2,189.89374196854675,2021,25.0,25.4,132.47924732284892,89.52754839370935,0.0391243595879851
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,211.35000000000002,2002,216.0823899827361,218.83510864710087,211.35000000000002,211.35000000000002,0.0
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,234.75,2003,216.0823899827361,218.83510864710087,223.05,223.05,0.11071682044002817
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,226.51674937982574,2004,216.0823899827361,218.83510864710087,224.20558312660856,224.20558312660856,-0.035072420107238544
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,227.83499999999998,2005,211.35000000000002,218.83510864710087,229.70058312660856,225.11293734495644,0.005819660681973593
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,221.3,2006,234.75,218.83510864710087,225.21724979327527,224.35034987596515,-0.028683038163583197
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,237.0119942425,2007,226.51674937982574,211.35000000000002,228.7156647475,229.48274872446513,0.07099861835743337
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,234.31868604249996,2008,227.83499999999998,234.75,230.87689342833332,229.39648593296516,-0.01136359452443736
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,231.2848183675,2009,221.3,226.51674937982574,234.20516621750002,230.3500997305,-0.012947613040343198
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,202.106732545,2010,237.0119942425,227.83499999999998,222.570078985,225.2044462395,-0.12615651138907646
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,212.6013216166874,2011,234.31868604249996,221.3,215.33095750972913,223.4647105628375,0.0519259746547569
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,208.5891432775,2012,231.2848183675,237.0119942425,207.7657324797291,217.78014036983745,-0.018871841005867362
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,224.606,2013,202.106732545,234.31868604249996,215.26548829806245,215.83760316133748,0.0767866269108346
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,205.92856044500002,2014,212.6013216166874,231.2848183675,213.04123457416665,210.7663515768375,-0.08315645866539623
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,207.26762379000002,2015,208.5891432775,202.106732545,212.60072807833333,211.79852982583748,0.006502562549392632
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,197.06,2016,224.606,212.6013216166874,203.41872807833337,208.6902655025,-0.04924852035908034
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,196.146,2017,205.92856044500002,208.5891432775,200.1578745966667,206.201636847,-0.0046381812645895915
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,194.728,2018,207.26762379000002,224.606,195.97799999999998,200.22603684700002,-0.007229308780194232
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,15.8,2019,197.06,205.92856044500002,135.558,162.20032475800002,-0.9188611807238816
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,182.744,2020,196.146,207.26762379000002,131.0906666666667,157.2956,10.566075949367088
"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Indonesia,Health Outcomes,2,189.89374196854675,2021,194.728,197.06,129.47924732284892,155.86234839370934,0.0391243595879851
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,170.367,2002,161.04035294117648,162.83886666666666,170.367,170.367,0.0
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,163.172,2003,161.04035294117648,162.83886666666666,166.7695,166.7695,-0.04223235720532725
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,194.81,2004,161.04035294117648,162.83886666666666,176.1163333333333,176.1163333333333,0.193893560169637
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,169.141,2005,170.367,162.83886666666666,175.70766666666668,174.3725,-0.1317642831476824
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,161.814,2006,163.172,162.83886666666666,175.255,171.86079999999998,-0.04331888779184234
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,163.216,2007,194.81,170.367,164.72366666666667,170.4306,0.008664268851891865
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,166.068,2008,169.141,163.172,163.69933333333333,171.00979999999998,0.01747377708067832
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,159.579,2009,161.814,194.81,162.95433333333335,163.9636,-0.0390743550834598
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,162.016,2010,163.216,169.141,162.55433333333335,162.5386,0.015271432957970621
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,162.174,2011,166.068,161.814,161.25633333333334,162.6106,0.000975212324708874
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,160.869,2012,159.579,163.216,161.68633333333332,162.1412,-0.008046912575382037
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,152.461,2013,162.016,166.068,158.50133333333335,159.4198,-0.05226612958369847
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,152.838,2014,162.174,159.579,155.38933333333333,158.0716,0.0024727635264099046
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,152.107,2015,160.869,162.016,152.46866666666668,156.08980000000003,-0.004782841963386075
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,151.951,2016,152.461,162.174,152.29866666666666,154.0452,-0.0010255938253992403
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,151.493,2017,152.838,160.869,151.85033333333334,152.17000000000002,-0.003014129554922307
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,143.61,2018,152.107,152.461,149.018,150.3998,-0.05203540757658753
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,142.276,2019,151.951,152.838,145.793,148.2874,-0.009289046723765737
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,161.38,2020,151.493,152.107,149.08866666666668,150.142,0.13427422755770468
"Mortality rate, adult, female (per 1,000 female adults)",Indonesia,Health Outcomes,2,179.774,2021,143.61,151.951,161.14333333333335,155.7066,0.11397942743834433
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,208.586,2002,206.05520481910736,207.3174321283217,208.586,208.586,0.0
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,211.662,2003,206.05520481910736,207.3174321283217,210.12400000000002,210.12400000000002,0.014746914941558886
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,226.51674937982574,2004,206.05520481910736,207.3174321283217,215.58824979327525,215.58824979327525,0.07018146563778926
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,209.773,2005,208.586,207.3174321283217,215.98391645994192,214.13443734495644,-0.07391837215423591
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,211.833,2006,211.662,207.3174321283217,216.04091645994188,213.67414987596516,0.009820138912062015
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,206.339,2007,226.51674937982574,208.586,209.31500000000003,213.22474987596516,-0.025935524682178857
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,208.296,2008,209.773,211.662,208.82266666666666,212.55154987596515,0.009484392189552215
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,209.654,2009,211.833,226.51674937982574,208.09633333333332,209.179,0.006519568306640577
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,202.106732545,2010,206.339,209.773,206.68557751499998,207.645746509,-0.03599868094574865
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,204.679,2011,208.296,211.833,205.47991084833333,206.214946509,0.01272727247929395
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,205.062,2012,209.654,206.339,203.9492441816667,205.95954650899998,0.0018712227439063867
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,206.261,2013,202.106732545,208.296,205.33400000000003,205.55254650900002,0.0058470121231626315
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,200.078,2014,204.679,209.654,203.80033333333336,203.637346509,-0.02997658306708484
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,199.15,2015,205.062,202.106732545,201.82966666666667,203.046,-0.004638191105468814
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,199.765,2016,206.261,204.679,199.66433333333336,202.0632,0.0030881245292491144
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,199.216,2017,200.078,205.062,199.37699999999998,200.89399999999998,-0.0027482291692737526
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,193.961,2018,199.15,206.261,197.64733333333334,198.434,-0.02637840334109709
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,159.00986380737052,2019,199.765,200.078,184.0622879357902,190.22037276147412,-0.18019672095230221
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,219.64,2020,199.216,199.15,190.8702879357902,194.3183727614741,0.3812979568744157
"Mortality rate, adult, male (per 1,000 male adults)",Indonesia,Health Outcomes,2,189.89374196854675,2021,193.961,199.765,189.51453525863909,192.34412115518347,-0.13543187958228575
Number of maternal deaths,Indonesia,Health Outcomes,2,211.35000000000002,2002,221.90396351214784,221.8658586471009,211.35000000000002,211.35000000000002,0.0
Number of maternal deaths,Indonesia,Health Outcomes,2,234.75,2003,221.90396351214784,221.8658586471009,223.05,223.05,0.11071682044002817
Number of maternal deaths,Indonesia,Health Outcomes,2,226.51674937982574,2004,221.90396351214784,221.8658586471009,224.20558312660856,224.20558312660856,-0.035072420107238544
Number of maternal deaths,Indonesia,Health Outcomes,2,227.83499999999998,2005,211.35000000000002,221.8658586471009,229.70058312660856,225.11293734495644,0.005819660681973593
Number of maternal deaths,Indonesia,Health Outcomes,2,221.3,2006,234.75,221.8658586471009,225.21724979327527,224.35034987596515,-0.028683038163583197
Number of maternal deaths,Indonesia,Health Outcomes,2,237.0119942425,2007,226.51674937982574,211.35000000000002,228.7156647475,229.48274872446513,0.07099861835743337
Number of maternal deaths,Indonesia,Health Outcomes,2,234.31868604249996,2008,227.83499999999998,234.75,230.87689342833332,229.39648593296516,-0.01136359452443736
Number of maternal deaths,Indonesia,Health Outcomes,2,231.2848183675,2009,221.3,226.51674937982574,234.20516621750002,230.3500997305,-0.012947613040343198
Number of maternal deaths,Indonesia,Health Outcomes,2,202.106732545,2010,237.0119942425,227.83499999999998,222.570078985,225.2044462395,-0.12615651138907646
Number of maternal deaths,Indonesia,Health Outcomes,2,212.6013216166874,2011,234.31868604249996,221.3,215.33095750972913,223.4647105628375,0.0519259746547569
Number of maternal deaths,Indonesia,Health Outcomes,2,208.5891432775,2012,231.2848183675,237.0119942425,207.7657324797291,217.78014036983745,-0.018871841005867362
Number of maternal deaths,Indonesia,Health Outcomes,2,237.37725,2013,202.106732545,234.31868604249996,219.52257163139578,218.39185316133748,0.13801344724927156
Number of maternal deaths,Indonesia,Health Outcomes,2,205.92856044500002,2014,212.6013216166874,231.2848183675,217.29831790749998,213.3206015768375,-0.13248400828217521
Number of maternal deaths,Indonesia,Health Outcomes,2,207.26762379000002,2015,208.5891432775,202.106732545,216.8578114116667,214.35277982583747,0.006502562549392632
